SMILES,NLL
CN(C)Cc1ccc2c(c1C1CC1)CN(C(=O)C1CCc3oc4c(=N)[nH]c(-c5ccco5)nc4c3C1)CCCO2,61.89
COc1ccc(CC(C=O)NC(=O)C(NCc2ccc(N(C)C)cc2)C(C)C)cc1,32.44
O=[N+]([O-])c1ncn(CCN2CCN(c3cccc(Cl)c3)CC2)n1,21.88
CC(C(=O)NC(Cc1cccc(-c2ccc(C(=O)O)o2)c1)C(=O)O)c1ccc(-c2ccccc2)cc1,34.38
FC(F)(F)c1ccc(Cl)cc1NCc1ccc(CNc2cccnc2)cn1,31.86
COc1ccc(S(=O)(=O)N2CCCCC2)c2ccccc12,21.29
CSc1ccc(C(=O)N2CCSCC2)cc1,21.46
CCOC(=O)c1cc(-c2ccc([N+](=O)[O-])cc2)c2n1CCc1cc(F)ccc1-2,29.43
O=C1C(=Cc2cccc3ccccc23)Oc2ccc3ccccc3c21,23.83
CN(C)CC1(O)COCc2cc(-c3cccc(Cl)c3)ccc21,33.76
CC12CCC(O)CC1CCC1C3CCC(=O)CC3=CC12,23.17
CCOC(=O)c1ccccc1NC(=O)Nc1cccc(Cl)c1,21.77
O=C(CSc1cc(=O)n2c(n1)SCC2)NN=Cc1ccccc1O,26.11
NCCCCC(NC(=O)c1ccc(CN(Cc2ccncc2)c2ccccn2)cc1)C(=O)NC(Cc1ccccc1)C(N)=O,34.19
CC(NC(=O)c1ccccc1Br)C(=O)NN=Cc1ccc(N2CCOCC2)cc1,29.55
Cc1cc(=O)oc2cc3[nH][nH]c(=Nc4ccc(Br)cc4F)c3cc12,30.46
COc1ccc(S(=O)(=O)N(CC(C)C)c2sc3ccccc3c2C)cc1,22.82
O=C(CCN1CCN(c2ccccc2)CC1)NC1c2ccccc2Oc2c(Cl)cccc21,26.94
CCCOCCn1cc(NC(=O)c2ncc[nH]2)cn1,30.94
N#Cc1c(-c2ccc([N+](=O)[O-])cc2)[nH]c(=Nc2ccc(OC(F)F)c(Cl)c2)[nH]c1=O,31.56
CCCn1c(Cc2ccccc2)nnc1SCC(=O)NC12CC3CC(CC(C3)C1)C2,27.95
O=C(NCc1cc[nH]n1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,26.57
CCCC(=O)N=C(CCCCCN(C)C)C(=O)NC(CC(C)C)C(O)CC(C)C(=O)NCC(C)C,39.84
Cc1ccc(C(=O)N2CCC3(CC2)CCN(S(C)(=O)=O)CC3)s1,24.34
COc1cc(OCCN2CCC(=O)CC2)cc2ccc(Cc3c[nH]c(=N)[nH]c3=N)cc12,35.31
Cc1[nH]c(=Nc2ccccc2)sc1C(=O)N1CCc2cc(Cl)ccc21,28.35
Cc1cc(C)n(C(=O)CCCOc2ccccc2)n1,21.06
Cc1cc(C(=O)O)nn1-c1ccc([N+](=O)[O-])cc1,22.48
Cc1nn2c(=O)cc(COC(=O)c3ccc(NC(=O)COC(=O)c4cc(C)c(F)cc4NS(C)(=O)=O)cc3)nc2s1,47.98
CC(=O)NC(CS)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(N)=O,30.96
CCN(C)C(=O)c1cc(C)nc2ccc(C)cc12,28.73
Cc1cncc(C(=O)NCCc2nn3ccccc3c2C(=O)NCc2cccnc2)c1,38.68
NCCCc1cc(=O)n(-c2ccccc2)[nH]1,22.55
O=c1c(CCO)c(-c2ccc(OS(=O)(=O)O)cc2O)oc2ccc(O)c(O)c12,33.3
O=S(=O)(C=Cc1ccc(Cl)cc1)Nc1cccc(C2CCC(N3CCOCC3)CC2)c1,29.57
O=C(NC1CCN(C(=O)C(=O)N2CCCC2)CC1)OCc1ccccc1,28.77
O=C(Nc1ccc(N2C(=O)C(Cc3ccccc3)=NC2=S)cc1)c1cccs1,31.4
CC(CCCC1OC1(C)C)CC(O)C=CC(N)C(=O)O,37.49
COc1cccc(N=c2[nH]cnc3c2cnn3-c2ccc(F)c(F)c2)c1,24.06
O=C(CN1CCCCC(NC(=Nc2cccc(CO)c2)NCCc2ccccc2)C1=O)N1CCCC1,26.77
COc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)CC2C(O)=NO)cc1,20.07
Cc1csc(-n2c(=O)[nH]c3c(N4CCCCC4)nc(Cl)cc32)n1,36.02
O=C(CCCCCCCCc1ccccc1)c1c(O)cccc1O,19.54
CCC(C)NC(=O)c1cccn1C,19.86
O=C(NC(Cc1ccc(NC(=O)c2c(F)cccc2Cl)cc1)C(=O)O)OCC1CC2C=CC1C(=CCO)C2,52.65
CC(=O)c1ccc(N=c2c(C#N)c(C(F)(F)F)[nH]n2-c2cc(CN)c(C#N)c(=O)[nH]2)cc1,44.08
CN(C(=O)C1CCNCC1)C1c2cccc(-c3cccnc3)c2OCC1CO,40.45
CC(=O)C1N(c2ccc(Br)cc2)C(=O)NC1(C)CO,36.8
Oc1cc2c(cc1O)CC(NCCF)C2,20.85
OCCN1CC(c2ccccc2)C1,20.88
COc1ccc(C=C2C(=O)NN(c3ccc(C)cc3)C2=O)cc1,20.02
O=[N+]([O-])c1cccc2cc(CO)c(-c3ccccc3)[n+]([O-])c12,28.76
Fc1cccc(-c2ccc(C=Cc3cnc(C=Cc4ccc(CN5CCOCC5)cc4)nc3)nc2)c1,33.32
CC1CCN(CCCOc2ccc(C3Sc4ccc(O)cc4SC3c3ccc(O)cc3)cc2)CC1,23.49
CC1(C)CCCC(CNCCCCCCC(O)=NO)O1,30.66
O=C(O)CCC(=O)Nc1ccc(N2CCC(Cc3ccc(Cl)cc3)CC2)nc1,30.77
N=C(N)c1ccc2cc(-c3ccc(-c4nc5cc(C(=N)N)ccc5[nH]4)nc3)ccc2c1,28.24
CCCCCCCCCCCCCCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,20.41
Cc1ccc(Oc2ccc(CNC(=O)c3cc(C)nn3C)cc2)cc1,25.71
O=C(NCCCN1CCOC1=O)N1Cc2ccc(F)cc2C1,25.43
C=CCc1cc(C2C(=O)C(=O)c3c(O)cccc3C2=O)ccc1OC,31.05
N#Cc1ccc(CCNCc2cccc(N3CCCC3=O)c2)cc1,26.17
O=CC(NC(=O)c1ccccc1CSc1ccc(Cl)cc1)C(O)O,28.55
COc1ccccc1-c1cn(-c2ccc(OCC(=O)N(C)C)cc2)nn1,27.52
CN(C)Cc1c[nH]c(=N)[nH]c1=N,19.57
CCN(C(=O)c1cc(OC)c(OC)c(OC)c1)C(=O)c1nc2ccccc2s1,31.78
Cc1ccccc1C(O)(COc1ccc(F)cc1)Cn1cc[n+](Cc2ccc(C#N)cc2)c1C,42.1
CC(CC#N)NC(=O)C1CCC(c2cc(-c3ccc4cccnc4c3)c3c(=N)nc[nH]n23)C1,37.09
COc1cc2c(cc1O)NC(=O)N(Cc1cccc(F)c1)C2,22.02
C=CCN(Cc1coc(-c2cccc(OC)c2)n1)C1CC1,23.7
CCc1ccc(C(=O)N2c3ccccc3CC(N(C(C)=O)c3ccc(C)cc3)CC2C)o1,36.43
COc1ccccc1CNC(=O)C1CCCN(c2nc3ccc(S(N)(=O)=O)cc3s2)C1,25.69
COc1cc(-n2cc(-c3ccc(F)cc3)nn2)cc(OC)c1OC,20.73
COCCOc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)Nc1cccc(C)c1,26.72
CC(C)N=c1[nH]cnc2[nH]c3ccccc3c12,22.48
O=S(=O)(NCCCCN=c1cccc[nH]1)c1ccccc1,23.15
Clc1cccc(-c2cc3c(=NCc4ccccc4)nc[nH]c3[nH]2)c1,27.73
N#CC1C(=O)N=C(C(F)(F)F)C12CCCCC2,24.96
CC(=O)c1cccc(CN2CCCC(C(=O)NCc3ccc(Oc4ccc(F)cc4)cc3)C2)c1,31.6
O=C(CSc1nc2ccccc2[nH]1)c1ccccc1,18.01
Cc1nc(-c2ccc(NC(=O)Nc3ccc4ccccc4c3)cc2)c2cc[nH]c2n1,28.38
O=C(Nc1cccc([N+](=O)[O-])c1)c1cccc(F)c1,22.45
CCOc1ccccc1NC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3ccccc3)CC2)C1=O,26.96
CS(=O)(=O)c1cccc(C=CC(=O)c2ccc(N)cc2)c1,29.04
CC(C)C(=O)NCc1cccc(C#Cc2ccc(-c3ccc(Cl)c(F)c3)cn2)c1,39.24
Cc1nc(=NCc2cccc(CN3CCN(C(C)C)CC3)c2)nc(C(F)(F)F)[nH]1,31.64
C#CCCCn1cnc2c(=N)nc(C)[nH]c21,23.18
N=c1[nH]c(N)c(C(=O)Cc2ccc(-c3ccccc3)cc2)c(=N)[nH]1,23.31
N#Cc1cc(-c2cc[nH]c(=Nc3cnccn3)c2)ccc1OCC1CCOCC1,30.4
O=C(CN1Cc2cc(Oc3ccccc3)ccc2C1=O)Oc1ccc(-c2ccccc2)c2c1OCCC2,43.07
CC(=O)Oc1ccc2c(c1C(=O)O)C(=O)C(CCC(C)(C)O)O2,41.16
O=C(Nc1ccc(Cl)cc1)C(Cc1ccccc1)n1cnc2c(=O)[nH]cnc21,31.12
CN1CCCN(c2ccc3ccccc3n2)C1=S,30.5
COC1CCN(CCOc2ccc(N=c3nc(CCc4cccc5nc(C)ccc45)c(C(F)(F)F)c[nH]3)c(C)c2)CC1,43.76
Cc1ccc(-c2nc3ccc(Cl)cc3cc2NC(=O)c2ccccc2)cc1,26.42
O=c1c(Cc2cc(F)cc(F)c2)c(O)[nH]n1Cc1ccccc1,26.77
COc1cc(=NS(=O)(=O)c2ccc(NC(=O)c3cc([N+](=O)[O-])ccc3C)cc2)[nH]cn1,28.22
c1ccc2c(c1)sc1cc3c(nc12)CCC3,23.76
Cn1c(=Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)[nH]c2ccc(C(=O)Nc3cc(Cl)c(Cl)c(Cl)c3)cc21,30.68
NC(=O)c1ccc(CNC(=O)C2CCC(=O)N(CC3CCN(CCc4ccccc4)CC3)C2)cc1,32.75
C=C1CC(O)C(C(O)C(C)CCCCC#CC2CC2)N1,38.68
c1ccc2c(c1)CC1(CCCCC1)C1NCCCC21,26.97
O=C(NN=Cc1cc2ccccc2oc1=O)C12CC3CC(CC(C3)C1)C2,25.02
COc1cccc(C=Nn2c(CO)cnc2Cc2ccc(SC)cc2)c1,28.82
CC(=NNC(=O)COc1ccc(Cl)cc1)c1c(O)n(-c2ccc(C)cc2)c2ccccc12,26.83
O=C1OC(CCCN2CCN(C3CC3)CC2)(c2ccccc2)C=C1c1ccccc1,26.28
CCCN(Cc1ccc(OC)cc1)Cc1nc(C)c[nH]1,28.01
CCc1nn(C)c2c1cc(CNC(=O)c1ccc(S(=O)(=O)N(C)C)cc1)c(=O)n2Cc1cccc(C(F)(F)F)c1F,43.62
COCCn1c(-c2ccc(S(=O)(=O)Nc3ccc(C)cc3)cc2)n[nH]c1=S,24.0
O=C(Nc1ccc(CC(=O)N(c2ccccc2OCc2ccccc2)C(CCC(=O)N2CCC(C(=O)O)CC2)C(=O)O)cc1)Nc1ccccc1F,44.95
COc1ccc(CCC2=CC(=N)C(C)(C)O2)cc1OC,25.95
COC1OC(CO)C(O)C(OC(=O)NCCc2ccc(O)c(O)c2)C1O,30.3
CCn1cccc1C=C1SC(=Nc2ccc(OC)cc2)NC1=O,22.93
NC(=O)c1c(NC(=O)c2ccco2)sc2c1CCC2,20.92
CC1=CC(C)(C)Nc2c1cc1c(c2F)N2CCCC2(C)CC1,32.8
CCOC1c2ccccc2-c2c1c(-c1ccc(Cl)s1)nc1ccccc21,30.5
Cc1c(CCC(=O)NCc2nncn2C)c(C)c2c(C(=O)N(C)C)nn(-c3ccc(Cl)cc3Cl)c(=O)c2c1C,40.43
Cc1cccc(C(=O)N2CCN(C=O)CC2)c1,20.51
CCCCNC(=O)N=c1[nH]n(C)c2sc3c(c12)CCCC3,27.42
Cc1nc(C(=O)NC2CCN(c3nc(=N)[nH][nH]3)CC2)c(N2CCCC2)s1,34.3
N=C(N)NCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC1CCCCC1)NC(=O)c1coc(-c2ccccc2)n1)C(=O)NC(Cc1ccccc1)C(N)=O,35.9
C=CCCC(=O)N1CCC(NC(=O)CC(NC(=O)c2cccc[n+]2[O-])c2ccc(Cl)cc2)CC1,34.9
COc1ccc(N=C(SC)C(C#N)C#N)cc1,21.06
Cn1cc(C(O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1O,23.66
FC(F)(F)c1oc(-c2ccccc2)nc1-c1ccccc1,21.17
CCCCCC=CCC=CCC=CCC=CCC=CCCCC(=O)N1CC2CC(C1=O)N1CCCCC21,34.78
NCC1CCC(CNc2ccccc2C(=O)O)CC1,25.01
CCc1n[nH]c(=O)n1Nc1cccc(Cl)c1,19.95
COc1ccc(C=NN=c2cc(C)[nH]c(=NC(=O)c3ccc(Cl)cc3)[nH]2)cc1,26.05
CCc1ccc(C(=O)Nc2cccc3c2OC(CCNS(C)(=O)=O)CN(C(C)C)C3=O)cc1,35.82
Cc1ccccc1C(=O)N1CCn2c(nnc2-c2ccccc2)C1,23.16
COc1ccc(OC(C)C(=O)Nc2cc(=O)n(C)c(=O)n2C)cc1C#Cc1ccccc1,35.29
CC(C)(C)n1cc(CCNC(=O)CC2C(=O)NCCN2Cc2ccccc2)cn1,31.11
CCC(C(=O)N(CCN(C)C)Cc1ccccc1Cl)n1c(O)ccc1O,32.28
COc1nc(-c2ccccc2)cc(-c2ccc(C)n2C)c1C#N,24.65
Cn1cncc1CN1CC(Cc2ccc(NS(=O)(=O)C3CC3)c(Br)c2)C(=O)Cc2cc(C#N)ccc21,35.35
COCC(NC(=O)c1cc(-c2ccc(C)cc2)cc(N(CCN(C)C)C(=O)C2CCCO2)c1)c1ccccc1,37.61
CC1CN(C(=O)c2ccc(Br)o2)CC(C)O1,19.37
Cc1nc(C2CCCN2C(=O)C2CCN(CC(F)(F)F)CC2)no1,25.67
CCN(CC)S(=O)(=O)c1ccc(N2CCCC2)c(NC(=O)c2c(C)noc2C)c1,24.96
NC(=O)C1CCN(C(=O)c2ccc([N+](=O)[O-])cc2)CC1,20.52
COCCCNC(=S)NC(=O)c1ccc(C)cc1,23.26
Cc1nc(=Nc2ccc(OC(F)(F)F)cc2)c2nnn(Cc3ccccc3)c2[nH]1,24.25
COc1ccc(-n2c(=N)[nH]c3c(cc(-c4ccccc4)n3-c3ccccc3)c2=N)cc1,27.36
COC(=O)CN(C)CC=C(C)CCCC=C(C)CCC=C(C)CCC=C(C)C,32.25
Nn1cnc2c(sc3nc(-c4ccc(Cl)cc4)c4c(c32)CCCC4)c1=O,23.98
CC1CCN(C)CC12Nc1ccc(Cc3cc(N(C)C)cc(C(F)(F)F)c3)cc1C2=O,48.9
NC(N)=NCCCC1NCCCN(C(=O)N2CCCN(C(=O)OCCCc3cccc4ccccc34)CC2)C1=O,38.21
Oc1cccc(-c2nc(=NCCc3ccccc3)c3ccccc3[nH]2)c1,23.28
COc1ccc(-c2csc(N3N=C(c4ccc(Cl)cc4)CC3c3ccc(Br)cc3)n2)cc1,21.62
COc1ccc(-c2csc(=NC(=O)Cc3c[nH]c4ccccc34)[nH]2)cc1,21.72
COc1cccc(C2CC(C)(c3ccccc3)NC(=O)C2=NC(=O)Nc2ccc(Cl)cc2)c1,32.49
Cc1ccccc1S(=O)(=O)NC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(N)Cc1ccc(O)cc1,36.96
COc1cc(O)c(O)c(CCCc2ccc(O)cc2)c1O,24.37
CC1(C)C=Cc2ccc(O)c(O)c2O1,18.92
CCCCCCCCCCOc1cc(CCC(O)=NO)ccc1O,30.41
CCCCOc1cc(Cl)ccc1NC(=O)Nc1cccc(C#N)c1,29.02
COc1ccc(NC(=O)c2cc3ncccn3n2)cc1,23.74
COc1ccc(CNC(=O)CON=Cc2cc([N+](=O)[O-])ccc2OCC(C)C)cc1,30.42
c1ccc(=Nc2ccc(Oc3nccnc3N3CCOCC3)cc2)[nH]c1,18.72
CCCNC(=O)Nc1cccc(C2(C3CCN(Cc4ccc(Br)cc4)CC3)CNOC2)c1,35.62
CNC(=O)c1nn(C(=O)CCc2ccccc2)c2ccccc12,27.35
CC(=O)N(C1=C(N2CCOCC2)C(=O)c2ccccc2C1=O)c1cc(C)cc(C)c1,23.42
O=C(c1nc2ccccc2o1)C1CC1,23.38
COC(=O)C=C1CCC(C)(CSc2nc3c(F)cccc3s2)C1C(=O)OC,37.67
COc1ccc(C2NC(=S)N=C(C)C2C(=O)NCc2ccc(Cl)c(Cl)c2)cc1,28.7
c1ccc(-c2nc3ccccc3[nH]2)nc1,17.37
CCC(Sc1nc(=Nc2ccc(O)cc2)cc(Cl)[nH]1)C(=O)O,23.08
Cc1cccc(SCc2nc3ccc(C)cc3nc2Cl)c1,27.64
CCCCn1c(=O)c2cc(C#N)ccc2c2ccc(OC)cc21,25.26
O=C(NCC(c1ccc(Cl)cc1)n1cncn1)c1ccccc1F,26.92
COc1ccc(OC)c2c1CCC2=NNC(C)=O,25.91
COc1ccc(NC(=O)CN(c2cccc3cccnc23)S(=O)(=O)c2ccc(OC)cc2)cc1,30.05
CC(C)C1=CC2(O)OC3(C(C)C)C(C)CC1C23CO,35.23
O=C(O)c1[nH]c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2c1Oc1cccc(Cl)c1,32.24
O=C(O)Cc1cccc(Oc2ncccc2C(=O)NCCc2ccc(C(=O)Nc3ccccc3F)cc2)c1,38.39
COc1ccccc1C=CS(=O)(=O)Cc1ccc(N=c2[nH]cnc3cc(OC)c(OC)cc23)cc1,24.42
O=C(CN1CCCC1Cn1cncn1)N1CCc2cc(F)ccc21,27.25
CC(C)c1sc(C(=O)NCC2CCOC2)cc1N=C=S,35.99
CCCN=c1ccc(CC(=O)Nc2cccc(-c3c(C)cnc4c(C(F)(F)F)cccc34)c2)c[nH]1,34.87
Cc1ccc(C(=O)NCCNC(=O)c2ccc(Cl)cc2)cc1C,24.04
CCCc1ccccc1OCCCNC(C)c1ccccc1,27.62
