SMILES,NLL
Cc1ccc(NC(=Nc2cccc(C)c2)Nc2cc(C)ccc2F)cc1,20.37
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)NC(Cc2ccccc2)C(O)CNC2CCCc3ccc(C(C)C)cc32)c1,24.51
CNC(=O)c1cccc2cc(Oc3ccnc(Nc4cccc(CS(C)(=O)=O)c4)n3)ccc12,12.82
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCc5nn[nH]n5)sc34)cc2)c1,5.9
O=C(C=Cc1ccc(F)cc1)NCCCN1CCCC(CNC(=O)c2ccc3[nH]nc(-c4ccc5c(c4)OCO5)c3c2)C1,24.3
O=C(Nc1ccccc1OCCCN1CCCC1)c1cccc(-c2cncc3ccccc23)c1,22.84
CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccnc5)cccc4c3)n2)c1,5.47
O=C(Nc1ccc(OCCN2CCOCC2)cc1)Nc1ccc(Cl)cc1Oc1ccc(N=C(Nc2cccc(Cl)c2)Nc2ccccc2Cl)cc1,24.1
CCCCCCCCOC(=O)CCN(CC(=O)OC)CC(=O)OC,17.0
NNc1ncc(N)c2nc(-c3ccccc3F)[nH]c12,27.97
Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,5.64
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,6.15
COc1cc2c(Oc3ccc(NC(=O)Nc4ccc(C)c(F)c4)c(Cl)c3)ncnc2cc1OCCCN1CCCC1,5.42
NC(=O)c1c(-c2ccc(NC(=O)Nc3ccccc3)cc2)nsc1NC(=O)NCCCN1CCOCC1,6.11
Cc1nc2c(=O)n(CCc3ccccc3)c3ccc(-c4ccccc4)cc3c2s1,31.47
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,5.43
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.38
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCN5CCCCC5)sc34)cc2F)c1,11.97
CCOc1ccc2ncnc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)c(F)c3)c2c1,13.07
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,5.68
CCCN(CC1CC1)c1ccnc(Nc2ccc(C3=NNC(=O)CC3)cc2)n1,28.83
Cc1n[nH]c2ccc(-c3cc(NC(CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12,8.09
COc1ccc(NC(=O)Nc2cc3ncccc3cc2N2CCN(C)CC2)cc1,16.15
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCCC(=O)O)c[nH]4)c3)cc2)c1,5.74
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(CN4CCCC4)ccc2-3)cs1)COc1ccccc1,11.53
Oc1ccc(Cl)c2cc(NNc3c(F)cc(F)cc3F)ccc12,35.45
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccc4ccccc4c3)cc2)c1,16.76
Cc1cnc(CN(CC2CCCO2)C(=O)CCOc2ccccc2)o1,27.98
Cn1ccnc1-c1cc2c(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)ccnc2s1,7.07
O=c1[nH]c2ccc(N3CCC(N4CCCCC4)CC3)nc2nc1-c1nc2cc(C3CCN(CCC(F)F)CC3)ccc2[nH]1,29.63
Cc1cccc(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCC(=O)O)c[nH]4)c3)cc2)c1C,23.47
NC(=O)c1c(-c2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2)nsc1NC(=O)NCCCN1CCOCC1,13.42
Cc1cc(C)cc(C(=O)N(COC(C)(C)C(=O)O)C(C)Cc2ccc(-c3ccco3)cc2)c1,45.17
O=c1c(Cc2ccc(Cl)cc2)c(Nc2ccc(Cl)c(Cl)c2)nc2ccccn12,20.9
Cc1cc(CNC2CCc3ncnn3C2)n(C)n1,19.53
O=C(NNC(=O)c1cc2ccccc2o1)Nc1ccccc1F,25.5
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,5.71
O=C(O)c1ccccc1Nc1ccc(CCCCc2ccccc2)cc1,16.12
COC(=O)c1c(C)nc(C)c(C(=O)OC(C)C)c1-c1ccc(OCc2cccc(C(F)(F)F)c2)cc1,30.86
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cccc(C)c3)c(F)c2)c2ccccc2c1,15.91
COc1cccc(NC(=O)N2CCCc3cc(Nc4ncnc5cc(OC)c(OC)cc45)ccc32)c1,5.53
Cc1ccc(Oc2ccc(NC(=O)Nc3cc(C)ccc3F)cc2)cc1,12.49
CNC(=O)c1cn(C2CCCC2)c2cc(Oc3ccnc(Nc4cccc(CS(C)(=O)=O)c4)n3)ccc12,12.66
CN1CCN(c2ccc3[nH]c(-c4c(N)c5ccccc5[nH]c4=O)nc3c2)CC1,5.9
O=C(CCN1CCCC1)Nc1ccc2[nH]c(O)c(-c3cc4ccccc4[nH]3)c2c1,22.23
CC(C)n1cncc1-c1ccc2c(Oc3ccc(=N)[nH]c3)ccnc2c1,28.08
Cc1ccc(NC(=O)CSc2n[nH]c(=N)s2)cc1,18.87
CN1C(=O)NC(CCCCCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2CCC(=O)O)(c2ccccc2)C1=O,29.87
CN1CCN(c2ccc3[nH]c(Nc4ccc5[nH]ccc5c4)cc(=NCCCN4CCCC4)c3n2)CC1,21.1
Cc1cccc(NC(=O)Nc2cccc(Oc3cc(-c4cc(C(=O)Nc5ccccc5)ccn4)ccn3)c2)c1,26.61
Fc1ccc(NN=Cc2cccnc2)cc1,16.56
CCN(CC)CCCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)c2s1,5.89
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,6.47
COc1cc2c(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(Cl)c3)ncnc2cc1OCCCN1CCCC1,5.0
CN(C)c1ccc(Cc2ccc3c(C=Cc4ccccc4F)ccnc3c2)cn1,25.43
O=C(NCCCNCCCNCc1ccc(O)c2ccccc12)c1cc2ccccc2cc1O,25.25
COc1cc(C=NNC(=O)c2c(C)nc3ccc(Cl)cn23)ccc1N,30.82
O=C(Nc1cnn2cc(-c3cnn(CCO)c3)ccc12)c1cccc(C(F)(F)F)c1,16.67
CC(=O)Nc1cncc(-c2cc(Oc3ccc(NC(=O)Nc4ccccc4)cc3F)ccn2)c1,16.83
COc1ccc(NC(=O)Nc2ccc3c(c2)N(C(=O)Nc2cccc4ccc(Cl)cc24)CC3)cc1,20.56
COc1c2ccc(C(=O)NCCCNCc3ccc(-c4cccc(C#N)c4)cc3)cc2nn1C,30.16
Cc1ccc(CCC(=O)Nc2ccc3c(c2)c(C)c(C)n3C)cc1,16.26
c1ccc(CCCN2CCC(N3CCCCC3)CC2)cc1,10.16
CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,5.88
Cn1cc(-c2ccn3c(N)c(-c4cccc(N)c4)cnc23)cn1,14.44
COC(=O)CNCCCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)c2s1,5.97
Cc1ccc(C)c(N2CCN(c3ccc(C(=N)N)cc3)CC2)c1,22.61
CN1CCN(CCCNCC(O)(c2ccccc2)c2ccccc2)CC1,21.93
Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,5.25
OCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,5.69
COc1ccc(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1,18.82
CCCCNC(=O)Nc1ccc(Oc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)cc1NC(=O)C1CC1,16.68
CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(N3CCC(CCN4CCCC4)CC3)nc(-c3ccccc3)n2)CC1,24.37
Oc1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1O,6.09
COc1cc2c(Oc3ccc(NC(=O)Nc4cnn(C(C)C)c4)c(F)c3)ncnc2cc1OCCCN1CCCC1,6.98
COc1ccc(C)cc1NC(=O)Nc1ccc(-c2ccnc3[nH]nc(C)c23)cc1,17.7
NC(=O)C1CCN(c2ncc3c(N4CCOCC4)ccnc3n2)CC1,20.75
CCC[n+]1cccc(NC(=O)c2ccc(NC(=O)Nc3ccc(N=C(N)c4ccc(O)cc4O)cc3)cc2)c1,25.99
Cc1cccc(NC(=O)Nc2ccc(-c3ncc(C#N)c4ccccc34)cc2)c1,30.68
COc1cc2cc(C)cc(Nc3ccc4cnccc4c3)c2cc1OC,15.03
COc1cc2c(Oc3ccc(NC(=O)NCc4ccc(F)cc4)c(Cl)c3)ncnc2cc1OCCCN1CCCC1,5.63
O=C(CN1CCN(C(=O)c2cc3ccsc3s2)CC1)N1CCCCC1,14.31
CC(=O)c1ccc2c(N=NC(=O)Nc3ccc(F)cc3)c(O)[nH]c2c1,25.66
CC1(C)CNc2ccc(NC(=O)c3ccccc3NCc3ccncc3)cc21,16.5
CC(=O)c1ccc(Oc2ccc(F)cc2C(=O)Nc2ccc3c(c2)NCCO3)cc1,20.54
COc1cc2c(Oc3ccc(NC(=O)Nc4ccc(-c5ccccc5)cc4)c(Cl)c3)ncnc2cc1OCCCN1CCCC1,5.9
Cn1ccc2cc(NC(=O)NCc3ccc(C(=N)N)cc3)ccc21,16.9
OCC1OC(n2ncc3c(-c4cccs4)ncnc32)C(O)C1O,23.88
CCN(CCCN1CCOCC1)c1cc2cncnc2cc1NC(=O)Nc1ccc(Cl)cc1,21.23
CC1(C)NCC(C(=O)N2CCOCC2)c2c1[nH]c1ccccc21,20.81
OCCOCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,5.78
CC(=O)NCCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)c(F)c3)c2s1,17.08
COc1cc2c(Oc3ccc(NC(=O)NCc4ccccc4)c(Cl)c3)ncnc2cc1OCCCN1CCCC1,5.28
Cc1cc(C)c2c(N(CCCO)CC(=O)NCCCN3CCOCC3)ccnc2n1,20.76
COCCN(CCOC)c1ccc2ncc(-c3cnn(C)c3)nc2c1,20.82
COc1ccc(NC(=O)Nc2ccc(-c3nnc4n3CCCC4)cc2)cc1,15.75
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCC(=O)O)c[nH]4)c3)cc2F)c1,6.41
COc1cc2ncnc(Nc3ccc4c(c3)CCCN4C(=O)Nc3ccc(C(C)=O)cc3)c2cc1OC,6.15
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCc5cc(C)no5)[nH]c34)cc2F)c1,24.48
O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)N2CCOCC2)cc1,18.98
COc1ccc2c(c1)CCN(Cc1ccc(C(C)NC(C)=O)cc1)C2,12.93
Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,8.44
COc1cc2c(OC)c3c(cc2c(-c2ccc4c(c2)OCO4)c1OC)C(=O)OC1OC(C)C(O)C(O)C31,21.19
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCN(C)C)sc34)cc2)c1,11.71
CC1CCCCN1CCCCOc1ccc(-c2ccccc2)cc1,22.35
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccc4c(=NCCCN(C)C)cc[nH]c4c3)cc2)c1,17.49
CC(CO)Nc1ccc(Oc2cc(Oc3ccc4cccc(C(=O)O)c4c3)ccn2)cc1,28.66
CN1CCC(COc2ccc3[nH]nc(-c4cnnc(N5CCC5)n4)c3c2)CC1,23.41
Cn1c(-c2c(O)nc3ccccc3c2N)nc2ccccc21,14.57
N=c1cc(C(=O)NCCCN2CCN(c3ccccc3C(F)(F)F)CC2)cc[nH]1,23.93
Nc1ncnc2occ(-c3ccc(NC(=O)c4cc5ccccc5[nH]4)cc3)c12,15.43
COc1cc2c(Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)c(F)c3)ncnc2cc1OCCCN1CCCC1,11.19
CC(C)n1cc(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCN5CCCC(CO)C5)sc34)cc2)cn1,15.45
Cc1ccc(NC(=O)Nc2ccc(Oc3ncnc4cc(OCCCCN5CCN(C)CC5)ccc34)cc2Cl)cc1,17.34
Cc1ccc(F)c(NC(=O)Nc2ccc3nc(N4CCOCC4)sc3c2)c1,17.55
FC(F)(F)c1ccc2c(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)[nH]nc2c1,5.55
Cc1cc(C)cc(Oc2ccc3cc(C(F)(F)F)cc(NC(=O)Nc4ccc(OC(C)(C)C(=O)O)c(F)c4)c3n2)c1,29.46
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3cc(=O)nc[nH]3)cc2F)c1,17.66
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3cccc4c(Cl)c(C(=O)NCCN5CCOCC5)sc34)cc2)c1,16.6
O=c1[nH]c2cc(CNCCCN3CCCC3)c3ccccc3c2[nH]1,25.05
COc1cc(Nc2ncnc3cc(-c4ccc(CNCCNC(C)=O)cc4)sc23)cc(OC)c1,15.18
O=C1c2cccc3cccc(c23)N1CCCNC1CCN(Cc2ccc(-c3ccccc3)cc2)CC1,22.66
CC(=O)c1ccc(Nc2cc(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C)cc4)cc3)n2)cc1,23.19
O=C(CN1CCN(c2ccc3nc(-c4cc5ccccc5[nH]c4=O)[nH]c3c2)CC1)N1CCOCC1,18.19
CCNC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cccc(C)c4)cc3)ccn2)c1,5.99
CNCC1CCN(c2ncnc3scc(-c4ccccc4)c23)CC1,15.16
CC(C)(CO)NCc1cccc(Oc2ccc(O)cc2)c1,20.03
Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCOCCO)cc5)sc34)ccc2[nH]1,7.2
CNC(=O)c1sc2c(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)cccc2c1C,9.32
COc1cc2c(Nc3ccc(-c4ccc(C)n4C)c(OC)c3)ncnc2cc1OCCCN1CCCC1,26.23
c1ccc(CN2CC3CNCC(C3)C2)cc1,17.04
O=C(O)C1CCCC1C(=O)Nc1ccc(-c2ccccc2)cc1,17.53
COC(=O)C1CCC(Cn2nc(C)c3cnc4ccc(C(=O)N5CCC(C)CC5)cc4c32)CC1,28.56
COc1cc2c(Oc3ccc(NC(=O)Nc4ccc(C)cc4)c(Cl)c3)ncnc2cc1OCCCN1CCCC1,6.57
COc1cc(-c2cc3ncccc3c(=Nc3ccc4c(c3)N(C(C)=O)CC4)[nH]2)cc(OC)c1OC,26.6
CC(=O)NCCNCc1ccc(-c2cc3ncnc(Nc4ccc5ncccc5c4)c3s2)cc1,11.67
CC(=O)NCCNCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,5.86
c1cc(Nc2ccc3[nH]ccc3c2)c2sc(-c3ccc(CNCCN4CCCC4)cc3)cc2n1,13.17
OCCNCc1cccc2ccoc12,13.72
CNC(=O)N1CCN(c2ncnc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)c(F)c3)c2F)CC1,18.39
O=C(Nc1ccc(-c2ccnc3c(C(=O)c4ccccc4)cnn23)cc1)Nc1cccc(F)c1,20.12
NC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cc(F)ccc4F)cc3)ccn2)c1,18.02
O=c1ccnc2c(OCCCN3CCCC3)cccn12,19.87
Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(C)O)c5)cnc(N)c34)cc2)cc1,10.93
Nc1n[nH]c2nccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,7.53
CCN1Cc2c(nc(N3CCOCC3)nc2-c2ccc(NC(=O)N3CCc4ccc(F)cc43)cc2)OC(C)(C)C1,22.36
CC(=O)Nc1cccc(N(c2ccccc2)c2ccc(Nc3cc(=Nc4ccc(N)cc4)nc[nH]3)cc2)c1,24.83
CCOC(=O)Nc1cc2ccc(N3CCOCC3)nc2cc1F,22.35
CCc1cn2c(=O)n(C)c3c(c2n1)CCN(c1ccc(OCCCN2CCCC2)c(OC)c1)C3=O,24.88
COc1cc2ncnc(Nc3ccc4c(c3)OC(C)(COCc3ccccc3)CN4C)c2cc1OC,28.93
C=CCc1cc(C2NC(CO)C(O)C2O)c(O)cc1O,25.45
Cc1cc(=O)c2cc(-c3ccc(CN(C)CCO)cc3)sc2[nH]1,15.13
COc1cc2c(=Nc3ccc4ccc(C(=O)Nc5cccc6ccccc56)cc4c3)[nH]cnc2cc1OCCCN1CCCC1,22.42
Cc1cccc(N=c2scc(-c3ccncc3)n2CCOCCO)c1,23.92
CNC(=O)c1cn(C(C)c2ccccc2)c2cc(Oc3ccnc(Nc4cccc(C)c4)c3)ccc12,20.67
COc1cc2c(Oc3ccc(NC(=O)Nc4ccccc4F)c(Cl)c3)ncnc2cc1OCCCN1CCCCC1,8.78
O=C(NCCCCCNC(=O)C1CCCN1C(=O)OCc1ccccc1)Nc1ccccc1,21.03
CC1(C)C(=O)CCc2cc3c(Cl)cc(Cl)cc3nc21,30.26
CCOCCCNC(=O)c1c(C)[nH]c2c1C(=O)N1C(CCC1(C)C(=O)OC)N(C)C2=O,29.75
O=C(NCc1ccc(C(F)(F)F)cc1)Nc1ccc2[nH]ncc2c1,14.96
CCC1(Cc2ccccc2)NC(=O)c2ccccc21,24.66
OCCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,5.82
COCCOCCOCCOCCOc1cc(F)ccc1NC(=O)Nc1ccc(Oc2ccnc3cc(C(=O)NCCCN4CCCC(CO)C4)sc23)cc1,24.27
Cc1cccc(C)c1-c1ccc2[nH]c(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)cc2c1,24.1
Cc1ccc(C(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCN5CCOCC5)sc34)cc2)c(F)c1,17.59
O=C1CC(O)CN1Cc1cccc(F)c1,23.55
CCN(CC)C(=O)C1CCN(CCCNC(=O)c2cc3nccc(Oc4ccc(NC(=O)Nc5cc(C)ccc5F)c(F)c4)c3s2)C1,16.02
Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)ccc2F)n(C)n1,7.69
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C)c4)cc3)c2cc1OCCCN1CCCC1,13.83
Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(F)cc(C(F)(F)F)c4)cc3)c12,10.88
C#CCOc1ccc(NC(=S)NCCOC)cc1OC,21.71
COc1cc2c(Oc3ccc(NC(=O)Nc4ccc5occc5c4)c(Cl)c3)ncnc2cc1OCCCN1CCCC1,5.96
CC(=O)NCCNCc1ccc(-c2cc3[nH]c(=N)nc(N(C)c4ccc(F)cc4)c3s2)cc1,28.07
Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccc(F)cc4)cc3)c12,13.0
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCN5CCCC(CO)C5)sc34)cc2F)c1,6.0
CCOC(C(=O)NCCCN1CCCC1)c1ccc(Cl)cc1,21.25
N=c1[nH]cnc2scc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,18.47
O=C(N=c1ncc2cn(Cc3ccccc3)nc2[nH]1)Nc1ccc(Oc2ccccc2)cc1,26.25
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCN5CCN(C)CC5)sc34)cc2F)c1,5.94
COCCN1CCN(c2ccc(-c3ccc4c(=Nc5cccc(OC)c5)c(C(N)=O)c[nH]c4c3)cc2)CC1,23.76
c1ccc(Nc2nc3ccccc3n3cncc23)cc1,15.3
NC(=O)n1cc(NC(=O)C2CC(F)CN2C(=O)Nc2cn(C(N)=O)c3ccccc23)c2ccccc21,19.92
O=C(NCCNCC(O)=NO)c1ccc(Oc2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)nc1,24.73
CNC(=O)Cn1c(=O)[nH]c2cc3c(cc2c1=O)OCO3,24.78
Cc1ccc(OCC(=O)Nc2c(C)nn(C)c2C)c(C)c1,19.83
Cc1cccc(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)O)c[nH]4)c3)cc2F)c1,5.61
Cc1cc(C(=O)Nc2ccc(-c3cc4c(C)nn(Cc5ccccc5)c4s3)cc2O)cs1,29.68
CCOC(=O)CN1CCN(C(=O)CN2CCN(C(=O)c3cc4nccc(Oc5ccc(NC(=O)Nc6cc(C)ccc6F)c(F)c5)c4s3)CC2)CC1,10.81
NC(=O)c1nscc1NC(=O)Nc1cccc(F)c1,16.71
CCCNC(=O)COC(=O)c1ccc(Cl)c(Cl)c1,26.15
CNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3F)c2s1,17.19
CNC(=O)c1cc(-c2ccc(OC)c(OC)c2)nc2ccccc12,21.83
CN(C)c1ccc2[nH]c(-c3ccc4[nH]c(-c5c(N)n(C)[nH]c5=O)nc4c3)nc2c1,32.72
CCCCNC(=O)Nc1ccc(Oc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)cc1Cl,5.59
COc1cc(OC)cc(C(=O)Nc2ccc3nc(N4CCN(C)CC4)cc(C)c3c2)c1,20.74
COc1cc2c(Oc3ccc(NC(=O)NC(=O)Cc4ccccc4)c(Cl)c3)ncnc2cc1OCCCN1CCCC1,11.7
COc1cc2c(Oc3ccc(NC(=O)Nc4cnn(C5CCCC5)c4)c(Cl)c3)ncnc2cc1OCCCN,13.91
CN1CCN(c2ccc3[nH]c(-c4c(O)nc5cnccc5c4N)nc3c2)CC1,5.94
CC(C)Oc1ccc(NC(=O)N2CCC(c3ccncc3)CC2)cc1,18.67
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1,5.9
NCCc1c[nH]c2ccc(O)cc12,15.37
CCN(CC)CCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)c2s1,5.79
Cc1cnc2ccc(C(=O)NCCC(=O)Oc3ccc4c(Nc5ccc6ncccc6c5)cccc4c3)cc2n1,36.74
CCCCN(CCCN1CCCC1)c1ncnc2cc(OCCN3CCCC3)c(OC)cc12,27.6
O=C(CNCc1ccc2c(c1)OCO2)Nc1ccc(F)c(F)c1F,19.21
c1ccc(CCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2ccnc2)cc1,7.38
CCOC(=O)N1CCN(CCCNC(=O)c2ccccc2Nc2cccc(C)c2C)CC1,12.34
